,GeneName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,status
Rmrp,Rmrp,5.27771094,-0.017174263,0.149364521,-0.114982212,0.908459221,NaN,Low
Ccdc107,Ccdc107,216.6801114,-0.156804975,0.099506376,-1.575828417,0.115065351,0.210838217,OK
Arhgef39,Arhgef39,2.064799387,0.083030768,0.133845731,0.620346778,0.535029504,NaN,Low
Car9,Car9,18.35332659,-0.021864367,0.132661248,-0.164813515,0.869090766,0.916733013,OK
Tpm2,Tpm2,41.39658365,-0.276685489,0.15732693,-1.75866579,0.078634291,0.156679293,OK
Tln1,Tln1,3496.90327,-0.337923307,0.05230692,-6.460393907,1.04E-10,5.59E-09,OK
Creb3,Creb3,2071.336894,-0.06273458,0.057305679,-1.09473584,0.273632382,0.407105098,OK
Gba2,Gba2,594.456347,0.025379388,0.046652572,0.544008328,0.586435742,0.702426167,OK
Rgp1,Rgp1,1980.656258,-0.104634063,0.037628833,-2.780688472,0.005424376,0.019491772,OK
Msmp,Msmp,0.246777642,0.000355609,0.052270146,0.006803298,0.994571795,NaN,Low
Npr2,Npr2,622.8516367,-0.136234728,0.086436701,-1.576121322,0.114997846,0.210770663,OK
Spag8,Spag8,17.61816178,-0.189888378,0.157196958,-1.207964712,0.227060836,0.355582538,OK
Hint2,Hint2,354.9065116,-0.044660119,0.056240593,-0.794090473,0.427142764,0.562667045,OK
Fam221b,Fam221b,14.51900414,-0.057911945,0.156660942,-0.369664219,0.711632695,0.803357128,OK
Tmem8b,Tmem8b,548.5870866,-0.06209974,0.054702657,-1.135223472,0.256281698,0.388174799,OK
Olfr70,Olfr70,0,NaN,NaN,NaN,NaN,NaN,Low
Olfr71,Olfr71,0,NaN,NaN,NaN,NaN,NaN,Low
Hrct1,Hrct1,1.465587144,0.179421554,0.104868983,1.710911551,0.087097442,NaN,Low
5430416O09Rik,5430416O09Rik,0.90770881,0.065888748,0.093515999,0.704571934,0.48107667,NaN,Low
A630077J23Rik,A630077J23Rik,0.022471933,-0.001612519,0.029756493,-0.054190492,0.956783396,NaN,Low
Olfr159,Olfr159,0,NaN,NaN,NaN,NaN,NaN,Low
Olfr29-ps1,Olfr29-ps1,0,NaN,NaN,NaN,NaN,NaN,Low
Olfr156,Olfr156,0,NaN,NaN,NaN,NaN,NaN,Low
Olfr157,Olfr157,0,NaN,NaN,NaN,NaN,NaN,Low
Olfr155,Olfr155,0,NaN,NaN,NaN,NaN,NaN,Low
Reck,Reck,201.2103187,0.177831711,0.081669851,2.177446256,0.029447288,0.073346349,OK
Glipr2,Glipr2,26.56717034,0.112330618,0.156382738,0.718305737,0.472568794,0.605109784,OK
Ccin,Ccin,0.292403872,0.005501892,0.053608736,0.102630515,0.918256223,NaN,Low
Clta,Clta,2257.354261,-0.14424828,0.043692409,-3.301449436,0.000961867,0.004795045,OK
Gne,Gne,1593.185398,-0.05409143,0.047572054,-1.137042145,0.255520668,0.387405936,OK
Gm12504,Gm12504,0.844741653,0.014903977,0.089329519,0.166842684,0.867493833,NaN,Low
Rnf38,Rnf38,802.7623017,0.106358382,0.051383329,2.06990058,0.038461656,0.089998966,OK
Mir5106,Mir5106,0,NaN,NaN,NaN,NaN,NaN,Low
Melk,Melk,3.593175018,0.095846673,0.149685272,0.640321337,0.521963712,NaN,Low
Pax5,Pax5,0.098373025,0.009150938,0.032538724,0.281232232,0.778532284,NaN,Low
5730488B01Rik,5730488B01Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Zcchc7,Zcchc7,564.4657703,-0.04772362,0.067469172,-0.707339648,0.479355432,0.610916209,OK
Grhpr,Grhpr,646.2983647,0.037932168,0.105084042,0.360969821,0.718122008,0.8087155,OK
Zbtb5,Zbtb5,505.3855222,-0.086595393,0.058453125,-1.4814502,0.138486646,0.244255578,OK
Polr1e,Polr1e,185.1055541,-0.235062311,0.086736947,-2.710059778,0.006727108,0.023064611,OK
Fbxo10,Fbxo10,641.19563,-0.00345798,0.054497574,-0.063452003,0.949406578,0.969529565,OK
Tomm5,Tomm5,317.3900993,-0.170355589,0.065174372,-2.613843184,0.008953012,0.029018726,OK
Frmpd1,Frmpd1,8.105099107,-0.257181304,0.162810322,-1.579637586,0.114189887,NaN,Low
Frmpd1os,Frmpd1os,0,NaN,NaN,NaN,NaN,NaN,Low
Trmt10b,Trmt10b,249.1856924,-0.028069513,0.076886112,-0.3650791,0.715052362,0.806067016,OK
Exosc3,Exosc3,306.5697803,-0.181655445,0.066187793,-2.744546033,0.006059466,0.021284704,OK
Dcaf10,Dcaf10,802.084847,-0.058700598,0.054329628,-1.080452788,0.2799406,0.414117053,OK
Slc25a51,Slc25a51,3184.353091,0.049862251,0.04430769,1.12536337,0.260435086,0.392607248,OK
Shb,Shb,825.7117694,-0.080644483,0.054212865,-1.48755249,0.136868951,0.242085087,OK
Gm829,Gm829,0.315009086,0.00281016,0.047922927,0.058639157,0.953239522,NaN,Low
Gm12409,Gm12409,15.29170383,0.35398862,0.158988753,2.226501014,0.025980641,0.066742634,OK
Aldh1b1,Aldh1b1,151.6266109,-0.07077914,0.084698947,-0.835655492,0.403348741,0.539169856,OK
Igfbpl1,Igfbpl1,0.049787712,-0.010641212,0.03037098,-0.350374321,0.726057795,NaN,Low
Stra6l,Stra6l,26.19234845,0.179376118,0.151411545,1.18469248,0.236139057,0.365226434,OK
Ccdc180,Ccdc180,1.315607785,0.011373953,0.107043105,0.10625582,0.915379384,NaN,Low
Tdrd7,Tdrd7,1125.990038,0.041988968,0.039356592,1.066885256,0.286023653,0.421161604,OK
Tmod1,Tmod1,787.7117874,0.437334508,0.105050434,4.163090936,3.14E-05,0.00028761,OK
Tstd2,Tstd2,587.0650429,0.019777738,0.046785916,0.422728453,0.672493394,0.772808536,OK
Ncbp1,Ncbp1,1599.199595,-0.052583386,0.040184491,-1.308549253,0.19068708,0.310419254,OK
Xpa,Xpa,184.5938934,0.222600513,0.070620161,3.152081643,0.001621109,0.007248893,OK
Foxe1,Foxe1,0,NaN,NaN,NaN,NaN,NaN,Low
5830415F09Rik,5830415F09Rik,124.766317,-0.111610923,0.094215019,-1.184640453,0.236159635,0.365226434,OK
Hemgn,Hemgn,0.104841493,0.011175058,0.033061234,0.338010909,0.735354967,NaN,Low
Anp32b,Anp32b,1969.101498,0.044710375,0.047634882,0.938605761,0.347933194,0.484139455,OK
Nans,Nans,1393.018868,-0.240348689,0.04704977,-5.108392425,3.25E-07,6.11E-06,OK
Trim14,Trim14,279.3492129,0.181610847,0.102035855,1.779872848,0.075096772,0.151392892,OK
Coro2a,Coro2a,95.27358014,0.019483682,0.123142947,0.158220042,0.874283412,0.920794968,OK
Tbc1d2,Tbc1d2,158.6191606,-0.093320903,0.082934015,-1.125242798,0.260486162,0.392641225,OK
Gabbr2,Gabbr2,2543.045906,0.20754874,0.072382495,2.867388595,0.004138745,0.015726316,OK
Anks6,Anks6,467.6118788,0.108569432,0.072493972,1.49763393,0.134228386,0.238549259,OK
Galnt12,Galnt12,529.5259088,0.073534904,0.057613867,1.27634037,0.201835225,0.324649388,OK
Col15a1,Col15a1,297.922547,-0.264116813,0.158374642,-1.667671097,0.095381036,0.182042957,OK
Tgfbr1,Tgfbr1,1241.587388,0.215276681,0.067116741,3.20749605,0.001338959,0.006219261,OK
Alg2,Alg2,3136.975843,-0.03015844,0.029527453,-1.021369489,0.307079415,0.443115435,OK
Sec61b,Sec61b,2445.610822,-0.506609031,0.070114001,-7.225504556,4.99E-13,5.45E-11,OK
Nr4a3,Nr4a3,21.13060431,-0.450743312,0.159444784,-2.826955525,0.004699285,0.017364762,OK
Stx17,Stx17,560.5274037,0.165292358,0.060667487,2.724562468,0.006438675,0.022286724,OK
Erp44,Erp44,2710.89481,-0.05906172,0.066495762,-0.888202768,0.37443169,0.510838435,OK
Invs,Invs,685.9707986,0.096760998,0.075451539,1.282425769,0.199693329,0.32173074,OK
Tex10,Tex10,402.4281427,0.025679764,0.085838802,0.299162654,0.764815943,0.842117682,OK
Msantd3,Msantd3,186.7991366,0.087411145,0.074819712,1.168290311,0.242689682,0.372716524,OK
Tmeff1,Tmeff1,109.9169715,-0.249824783,0.101701028,-2.456462707,0.014031236,0.041277696,OK
Murc,Murc,2.462402077,-0.115190755,0.144413973,-0.797642731,0.425077847,NaN,Low
Lppr1,Lppr1,112.5527567,0.132336095,0.096157369,1.376244972,0.168745803,0.283293572,OK
Acnat2,Acnat2,0,NaN,NaN,NaN,NaN,NaN,Low
Acnat1,Acnat1,0.828399871,0.023186149,0.088550209,0.261841839,0.793443381,NaN,Low
Baat,Baat,0.885951255,0.030000845,0.100727061,0.297842955,0.765823029,NaN,Low
Mrpl50,Mrpl50,742.5446839,0.030526555,0.049276446,0.619495879,0.535589736,0.661090803,OK
Zfp189,Zfp189,140.4719139,0.243536617,0.092940613,2.620346581,0.008784044,0.028565272,OK
Aldob,Aldob,39.30234006,0.02908376,0.148632859,0.195675167,0.844864422,0.900833301,OK
Tmem246,Tmem246,416.5609808,0.111351774,0.056501512,1.970775106,0.048749605,0.107543021,OK
Rnf20,Rnf20,2222.670175,-0.045883045,0.037347083,-1.22855766,0.219237698,0.346603641,OK
Grin3a,Grin3a,0.073206709,0.021170021,0.030075461,0.703896819,0.481497032,NaN,Low
Ppp3r2,Ppp3r2,0,NaN,NaN,NaN,NaN,NaN,Low
Cylc2,Cylc2,0,NaN,NaN,NaN,NaN,NaN,Low
C630028M04Rik,C630028M04Rik,0.249002602,-0.016988335,0.056588078,-0.300210498,0.764016598,NaN,Low
Smc2os,Smc2os,4.07854104,0.085657843,0.151290141,0.566182581,0.57126967,NaN,Low
Smc2,Smc2,120.1970238,-0.10808539,0.110759508,-0.975856533,0.329135565,0.46580706,OK
Toporsl,Toporsl,0,NaN,NaN,NaN,NaN,NaN,Low
4930552N02Rik,4930552N02Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Olfr275,Olfr275,0,NaN,NaN,NaN,NaN,NaN,Low
Olfr273,Olfr273,0,NaN,NaN,NaN,NaN,NaN,Low
Olfr272,Olfr272,0.044943866,-0.009601638,0.030306691,-0.316815794,0.751383379,NaN,Low
Olfr270,Olfr270,0,NaN,NaN,NaN,NaN,NaN,Low
Nipsnap3a,Nipsnap3a,0,NaN,NaN,NaN,NaN,NaN,Low
Nipsnap3b,Nipsnap3b,629.7458739,-0.05943562,0.051624948,-1.15129645,0.249610297,0.380596804,OK
Abca1,Abca1,3448.95633,0.228683059,0.058646453,3.899350227,9.65E-05,0.000722019,OK
4930522O17Rik,4930522O17Rik,0,NaN,NaN,NaN,NaN,NaN,Low
AI427809,AI427809,140.9933105,0.124040019,0.132162637,0.938540743,0.347966589,0.484139455,OK
Slc44a1,Slc44a1,1748.150213,0.103908953,0.059311305,1.751924933,0.079786717,0.15830758,OK
Fsd1l,Fsd1l,267.0606893,0.256083368,0.069599497,3.679385349,0.000233797,0.001510239,OK
Fktn,Fktn,575.3759479,0.099541597,0.067347351,1.478032848,0.139398986,0.245424268,OK
Tal2,Tal2,4.929947022,-0.302098784,0.154588879,-1.954207741,0.050676654,NaN,Low
Tmem38b,Tmem38b,208.3953614,-0.074414479,0.066193691,-1.124192932,0.260931187,0.393010641,OK
Zfp462,Zfp462,687.1266335,0.11725767,0.051839156,2.261951776,0.023700383,0.062030354,OK
Rad23b,Rad23b,3200.944001,-0.028224009,0.048446899,-0.582576161,0.560178657,0.681115071,OK
Gm12505,Gm12505,0,NaN,NaN,NaN,NaN,NaN,Low
Klf4,Klf4,268.5052644,-0.553154099,0.153692466,-3.599097026,0.000319324,0.001944922,OK
Actl7b,Actl7b,0.652835834,-0.020605702,0.078281845,-0.263224538,0.792377519,NaN,Low
Actl7a,Actl7a,0,NaN,NaN,NaN,NaN,NaN,Low
Ikbkap,Ikbkap,1376.686864,-0.048184607,0.041513928,-1.160685304,0.2457699,0.375852846,OK
Fam206a,Fam206a,723.0041244,0.15459209,0.065998776,2.342347851,0.019162845,0.052553636,OK
Ctnnal1,Ctnnal1,1015.227808,-0.213018349,0.079116646,-2.692459275,0.00709272,0.024095983,OK
Tmem245,Tmem245,378.7479286,0.03381115,0.068893403,0.49077486,0.623585693,0.733200782,OK
Mir32,Mir32,0,NaN,NaN,NaN,NaN,NaN,Low
Frrs1l,Frrs1l,116.3460206,0.376732894,0.098102165,3.840209796,0.000122929,0.00088369,OK
Epb4.1l4b,Epb4.1l4b,3362.55512,0.32985957,0.050462665,6.536705345,6.29E-11,3.56E-09,OK
Gm12530,Gm12530,2.203505958,-0.092703813,0.139633183,-0.663909615,0.506748162,NaN,Low
Ptpn3,Ptpn3,376.2683387,0.009965776,0.05607543,0.177720898,0.858942172,0.910001182,OK
1700042G15Rik,1700042G15Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Palm2,Palm2,4.490149272,-0.08375391,0.148073029,-0.565625693,0.571648258,NaN,Low
Pakap,Pakap,0.462868844,-0.053250758,0.058827465,-0.905202329,0.365358208,NaN,Low
Akap2,Akap2,0.277497286,-0.045508629,0.060241589,-0.7554354,0.44998778,NaN,Low
D630039A03Rik,D630039A03Rik,912.0521614,0.2724119,0.051107163,5.330209745,9.81E-08,2.13E-06,OK
Txn1,Txn1,1612.485936,-0.163677175,0.055661161,-2.940599372,0.003275779,0.013000128,OK
Txndc8,Txndc8,0,NaN,NaN,NaN,NaN,NaN,Low
Svep1,Svep1,1.655776531,-0.096060934,0.11676976,-0.822652486,0.410705642,NaN,Low
Musk,Musk,1.547855285,0.175060768,0.112889475,1.550727094,0.120967099,NaN,Low
Lpar1,Lpar1,116.7941512,0.129938185,0.11551567,1.124853321,0.260651195,0.392718121,OK
Mir3095,Mir3095,0,NaN,NaN,NaN,NaN,NaN,Low
Olfr267,Olfr267,0.104841493,0.011175058,0.033061234,0.338010909,0.735354967,NaN,Low
AI314180,AI314180,3350.665088,0.091183715,0.049745337,1.833010298,0.06680104,0.137798426,OK
Zkscan16,Zkscan16,396.8416832,0.457410039,0.100865014,4.534873102,5.76E-06,7.19E-05,OK
Ptgr1,Ptgr1,55.28978696,-0.498908546,0.121447919,-4.108004054,3.99E-05,0.00034953,OK
Dnajc25,Dnajc25,211.3017853,-0.089831788,0.082903781,-1.083566839,0.278556901,0.412484144,OK
Gng10,Gng10,426.9010001,0.169703667,0.064972925,2.611913608,0.0090037,0.029162409,OK
Ugcg,Ugcg,677.2616032,0.306922461,0.072987964,4.205110598,2.61E-05,0.000247466,OK
Gm12596,Gm12596,0,NaN,NaN,NaN,NaN,NaN,Low
Susd1,Susd1,463.005587,0.191084389,0.065610538,2.912403921,0.003586585,0.013979554,OK
Ptbp3,Ptbp3,4491.722442,0.255270507,0.079100057,3.227184857,0.001250147,0.005890674,OK
Hsdl2,Hsdl2,843.6191257,0.163486066,0.047464426,3.444391517,0.000572346,0.003156277,OK
E130308A19Rik,E130308A19Rik,199.5841194,-0.08823508,0.068549936,-1.287165025,0.198036775,0.319623224,OK
Inip,Inip,207.5585887,-0.034955635,0.064781425,-0.539593485,0.58947741,0.704964771,OK
Snx30,Snx30,1449.032462,0.00106199,0.038596518,0.027515167,0.978048843,0.986364731,OK
Slc46a2,Slc46a2,0,NaN,NaN,NaN,NaN,NaN,Low
Mup4,Mup4,0,NaN,NaN,NaN,NaN,NaN,Low
Mup6,Mup6,0,NaN,NaN,NaN,NaN,NaN,Low
Mup15,Mup15,0,NaN,NaN,NaN,NaN,NaN,Low
Mup7,Mup7,0,NaN,NaN,NaN,NaN,NaN,Low
Mup2,Mup2,0,NaN,NaN,NaN,NaN,NaN,Low
Mup8,Mup8,0,NaN,NaN,NaN,NaN,NaN,Low
Mup9,Mup9,0,NaN,NaN,NaN,NaN,NaN,Low
Mup1,Mup1,0,NaN,NaN,NaN,NaN,NaN,Low
Mup10,Mup10,0,NaN,NaN,NaN,NaN,NaN,Low
Mup11,Mup11,0,NaN,NaN,NaN,NaN,NaN,Low
Gm2083,Gm2083,0,NaN,NaN,NaN,NaN,NaN,Low
Mup12,Mup12,0,NaN,NaN,NaN,NaN,NaN,Low
Mup13,Mup13,0,NaN,NaN,NaN,NaN,NaN,Low
Mup14,Mup14,0,NaN,NaN,NaN,NaN,NaN,Low
Mup16,Mup16,0,NaN,NaN,NaN,NaN,NaN,Low
Mup17,Mup17,0,NaN,NaN,NaN,NaN,NaN,Low
LOC100048884,LOC100048884,0,NaN,NaN,NaN,NaN,NaN,Low
Mup19,Mup19,0,NaN,NaN,NaN,NaN,NaN,Low
Mup5,Mup5,0,NaN,NaN,NaN,NaN,NaN,Low
Mup20,Mup20,0.032578514,-0.004368963,0.029952091,-0.145865032,0.884027937,NaN,Low
Mup3,Mup3,0.062234701,-0.013046746,0.030512277,-0.427590065,0.668949601,NaN,Low
Mup21,Mup21,0.062324324,0.021170023,0.030075461,0.703896891,0.481496988,NaN,Low
Zfp37,Zfp37,365.1969637,0.215342521,0.068768254,3.131423436,0.001739611,0.007664205,OK
Slc31a2,Slc31a2,642.896881,0.234728418,0.0554186,4.235552984,2.28E-05,0.000222004,OK
Fkbp15,Fkbp15,1496.338015,-0.026229956,0.041796568,-0.627562431,0.530290626,0.656518952,OK
Slc31a1,Slc31a1,1055.461407,-0.261668401,0.064981309,-4.026825632,5.65E-05,0.000465508,OK
Cdc26,Cdc26,387.3452918,-0.03474419,0.056778224,-0.611928091,0.540585335,0.66576384,OK
Prpf4,Prpf4,787.7618718,0.026918574,0.039771383,0.676832741,0.498512082,0.628528566,OK
Rnf183,Rnf183,8.313412365,-0.197500654,0.164337455,-1.201799394,0.22944126,NaN,Low
Wdr31,Wdr31,131.3397205,0.175960098,0.077760997,2.262832341,0.023646026,0.061911642,OK
Bspry,Bspry,254.222909,-0.060020157,0.071154848,-0.843514645,0.398940679,0.534942789,OK
Hdhd3,Hdhd3,100.4951962,-0.157889997,0.104032727,-1.517695453,0.129091191,0.23118127,OK
Alad,Alad,588.8375586,-0.174741227,0.058740913,-2.974778889,0.002931998,0.011851164,OK
Pole3,Pole3,200.9956724,-0.294642789,0.096910243,-3.040367863,0.002362893,0.009954394,OK
4933430I17Rik,4933430I17Rik,12.93410164,-0.179781849,0.160919929,-1.117213077,0.263903231,0.396402243,OK
Rgs3,Rgs3,711.8515872,-0.165070226,0.056116971,-2.94153843,0.003265863,0.012975747,OK
Zfp618,Zfp618,118.1926502,-0.277912332,0.095837361,-2.899832895,0.003733616,0.01444624,OK
Ambp,Ambp,627.8484867,-0.393542169,0.069356945,-5.674156604,1.39E-08,3.95E-07,OK
Kif12,Kif12,5377.788056,-0.271280025,0.083797428,-3.23733117,0.001206533,0.005730303,OK
Col27a1,Col27a1,580.270475,-0.808984699,0.153756576,-5.261464065,1.43E-07,2.98E-06,OK
Mir455,Mir455,0,NaN,NaN,NaN,NaN,NaN,Low
Orm1,Orm1,0.60654686,-0.075846545,0.080609614,-0.940911894,0.346750012,NaN,Low
Orm3,Orm3,0.036048701,-0.005162867,0.030009308,-0.172042189,0.863404361,NaN,Low
Orm2,Orm2,0.140101599,0.041221137,0.037335499,1.10407355,0.269561234,NaN,Low
Akna,Akna,216.5141494,-0.235706622,0.116597338,-2.02154377,0.043223506,0.098072596,OK
Whrn,Whrn,1155.365229,0.017152312,0.088898201,0.192943292,0.84700338,0.902075974,OK
Atp6v1g1,Atp6v1g1,2009.592305,-0.150699396,0.043405156,-3.471923848,0.000516743,0.002900802,OK
6330416G13Rik,6330416G13Rik,430.7149124,0.127316276,0.057605391,2.21014516,0.02709509,0.068953738,OK
Gm11213,Gm11213,0,NaN,NaN,NaN,NaN,NaN,Low
1700018C11Rik,1700018C11Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Tnfsf15,Tnfsf15,0.995882644,0.103952787,0.093251452,1.114757843,0.264954206,NaN,Low
Tnfsf8,Tnfsf8,2.18260877,0.28448775,0.137351165,2.071243817,0.038336017,NaN,Low
Tnc,Tnc,691.2808147,-0.594182559,0.16375767,-3.62842582,0.000285155,0.001768113,OK
Pappa,Pappa,14.51114798,-0.231409569,0.164367474,-1.407879327,0.159166805,0.271402193,OK
Astn2,Astn2,23.25863333,-0.562623727,0.163676801,-3.437406659,0.000587313,0.003222026,OK
Trim32,Trim32,459.9603989,0.07729423,0.051851868,1.490673969,0.136047114,0.241065323,OK
Tlr4,Tlr4,25.32257095,0.435281353,0.152625773,2.851951839,0.004345168,0.016303565,OK
Brinp1,Brinp1,23.01094588,-0.232576206,0.154087617,-1.509376358,0.131202631,0.23423083,OK
Cdk5rap2,Cdk5rap2,505.0473985,0.101291342,0.051627793,1.961953768,0.049767867,0.109356281,OK
Megf9,Megf9,1441.089381,0.023666658,0.049711021,0.476084733,0.634014013,0.74165948,OK
Tle1,Tle1,785.2443571,-0.07450849,0.057536411,-1.294979799,0.195327198,0.316400627,OK
C630043F03Rik,C630043F03Rik,71.40341898,-0.061583949,0.113322672,-0.543438906,0.586827644,0.702712059,OK
Aldoart1,Aldoart1,12.09219837,-0.032451755,0.163793608,-0.198125896,0.842946564,0.899565794,OK
Gm11487,Gm11487,0,NaN,NaN,NaN,NaN,NaN,Low
Gm11236,Gm11236,0,NaN,NaN,NaN,NaN,NaN,Low
LOC100862015,LOC100862015,0,NaN,NaN,NaN,NaN,NaN,Low
Gm11237,Gm11237,0,NaN,NaN,NaN,NaN,NaN,Low
LOC101055863,LOC101055863,0,NaN,NaN,NaN,NaN,NaN,Low
LOC100502896,LOC100502896,0,NaN,NaN,NaN,NaN,NaN,Low
Gm428,Gm428,0,NaN,NaN,NaN,NaN,NaN,Low
Rasef,Rasef,4.655632397,-0.0830783,0.143353641,-0.579533939,0.562228953,NaN,Low
Gm11240,Gm11240,0.06689489,0.021170022,0.030075461,0.703896861,0.481497006,NaN,Low
Gm13871,Gm13871,0,NaN,NaN,NaN,NaN,NaN,Low
Gm11758,Gm11758,0,NaN,NaN,NaN,NaN,NaN,Low
Gm11757,Gm11757,0,NaN,NaN,NaN,NaN,NaN,Low
2310002L09Rik,2310002L09Rik,0.284150796,0.041952895,0.038186161,1.098641335,0.271924541,NaN,Low
Frmd3,Frmd3,1.216185041,0.104539459,0.113700014,0.919432242,0.357869531,NaN,Low
Kdm4c,Kdm4c,1196.430339,0.074132146,0.032091655,2.310013188,0.020887424,0.056345747,OK
Tmem261,Tmem261,277.8812989,-0.07680589,0.065904026,-1.16542031,0.2438489,0.373912517,OK
Ptprd,Ptprd,385.499027,-0.476196544,0.107065126,-4.44772785,8.68E-06,0.000100679,OK
A430085M09Rik,A430085M09Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Tyrp1,Tyrp1,0,NaN,NaN,NaN,NaN,NaN,Low
Lurap1l,Lurap1l,535.5286873,0.110215605,0.086702842,1.271187916,0.203661804,0.32689953,OK
Mpdz,Mpdz,881.2758652,0.102289943,0.052186896,1.960069502,0.049987667,0.10969383,OK
Mir466h,Mir466h,0,NaN,NaN,NaN,NaN,NaN,Low
Gm5860,Gm5860,44.23171834,0.112015209,0.144225278,0.776668348,0.437354466,0.572610153,OK
Nfib,Nfib,56.49978077,-0.003150941,0.132616238,-0.023759842,0.981044172,0.988154229,OK
Zdhhc21,Zdhhc21,308.7213171,0.187612134,0.073745341,2.54405407,0.010957412,0.034009256,OK
Cer1,Cer1,16.53552484,-0.368319825,0.163886385,-2.247409542,0.024613866,0.063826268,OK
Frem1,Frem1,1.172055995,-0.110009354,0.115251768,-0.954513375,0.339823843,NaN,Low
Ttc39b,Ttc39b,2971.329404,0.175260695,0.047648156,3.678226157,0.000234862,0.001514984,OK
Gm11413,Gm11413,0.764024619,-0.070255537,0.088658932,-0.792424804,0.428113021,NaN,Low
Snapc3,Snapc3,146.8018096,-0.109427049,0.075080295,-1.457466962,0.144987525,0.253029345,OK
Psip1,Psip1,2262.227737,0.206155496,0.051733189,3.984975605,6.75E-05,0.00053629,OK
Ccdc171,Ccdc171,57.9938613,-0.028239492,0.128110521,-0.220430699,0.825535739,0.888080237,OK
6030471H07Rik,6030471H07Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Bnc2,Bnc2,4.96948093,-0.365051828,0.159088721,-2.294643043,0.021753589,NaN,Low
Cntln,Cntln,584.578207,0.390974524,0.076636464,5.10167747,3.37E-07,6.28E-06,OK
Sh3gl2,Sh3gl2,615.8179463,0.072845181,0.063209083,1.152448003,0.249137025,0.380072772,OK
Adamtsl1,Adamtsl1,13.07012207,-0.146407005,0.164304075,-0.89107349,0.372889746,0.509239703,OK
Saxo1,Saxo1,0,NaN,NaN,NaN,NaN,NaN,Low
Saxo1os,Saxo1os,0,NaN,NaN,NaN,NaN,NaN,Low
Rraga,Rraga,2423.2395,-0.11005939,0.049756612,-2.211955074,0.026969769,0.068743434,OK
Haus6,Haus6,90.34324872,0.083037131,0.109699838,0.756948532,0.449080698,0.583209102,OK
Scarna8,Scarna8,0.029656188,-0.003643991,0.029898748,-0.1218777,0.902995877,NaN,Low
Plin2,Plin2,688.2821244,0.4864996,0.13729642,3.543425238,0.000394965,0.002326339,OK
Dennd4c,Dennd4c,3155.106056,0.229700657,0.071344798,3.219585198,0.001283762,0.006016104,OK
Rps6,Rps6,4598.011858,-0.070403709,0.047125729,-1.493954796,0.135187435,0.239881856,OK
Acer2,Acer2,114.312452,0.108615917,0.141579571,0.767172244,0.442979113,0.577939467,OK
Slc24a2,Slc24a2,2895.179962,0.339853728,0.068822778,4.938099545,7.89E-07,1.32E-05,OK
Mllt3,Mllt3,565.805499,0.148490789,0.055819465,2.660197285,0.007809489,0.025960561,OK
Focad,Focad,1127.500123,-0.031025125,0.042183392,-0.735481989,0.462046005,0.595642367,OK
Mir491,Mir491,0.022471933,-0.001612519,0.029756493,-0.054190492,0.956783396,NaN,Low
Hacd4,Hacd4,3.237339078,-0.006981423,0.144436596,-0.048335551,0.961448822,NaN,Low
Ifnb1,Ifnb1,0.027315779,-0.003020154,0.029852003,-0.101170895,0.919414801,NaN,Low
Ifna15,Ifna15,0,NaN,NaN,NaN,NaN,NaN,Low
Ifna14,Ifna14,0,NaN,NaN,NaN,NaN,NaN,Low
Ifna9,Ifna9,0,NaN,NaN,NaN,NaN,NaN,Low
Ifna12,Ifna12,0,NaN,NaN,NaN,NaN,NaN,Low
C87499,C87499,0,NaN,NaN,NaN,NaN,NaN,Low
Ifna13,Ifna13,0,NaN,NaN,NaN,NaN,NaN,Low
Ifna16,Ifna16,0,NaN,NaN,NaN,NaN,NaN,Low
Ifna2,Ifna2,0,NaN,NaN,NaN,NaN,NaN,Low
Ifnab,Ifnab,0.252496019,-0.075852622,0.055634317,-1.36341428,0.172751983,NaN,Low
Klhl9,Klhl9,2158.488554,0.148462141,0.046424599,3.197919714,0.001384228,0.006376162,OK
Gm13271,Gm13271,0,NaN,NaN,NaN,NaN,NaN,Low
Gm13286,Gm13286,0,NaN,NaN,NaN,NaN,NaN,Low
Gm13283,Gm13283,0.323649757,-0.010465281,0.064881461,-0.161298483,0.871858318,NaN,Low
Gm13289,Gm13289,0,NaN,NaN,NaN,NaN,NaN,Low
Gm13290,Gm13290,0,NaN,NaN,NaN,NaN,NaN,Low
Gm13285,Gm13285,0,NaN,NaN,NaN,NaN,NaN,Low
Gm13272,Gm13272,0,NaN,NaN,NaN,NaN,NaN,Low
Ifnz,Ifnz,0,NaN,NaN,NaN,NaN,NaN,Low
Gm13276,Gm13276,0,NaN,NaN,NaN,NaN,NaN,Low
Gm13277,Gm13277,0,NaN,NaN,NaN,NaN,NaN,Low
Gm13278,Gm13278,0,NaN,NaN,NaN,NaN,NaN,Low
Gm13279,Gm13279,0,NaN,NaN,NaN,NaN,NaN,Low
Gm13275,Gm13275,0,NaN,NaN,NaN,NaN,NaN,Low
Gm13287,Gm13287,0,NaN,NaN,NaN,NaN,NaN,Low
