"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"CXCL2",3.79921266517576e-06,-0.260515872179135,0.101,0.187,0.232591598574725
"TM4SF1",4.11196131261016e-06,-0.380113493105744,0.33,0.452,0.251738383519307
"ALDH1A1",4.20891851515542e-06,0.274220402345048,0.939,0.869,0.25767420041633
"R3HDM2",4.23636772867978e-06,-0.36703125904175,0.611,0.678,0.259354668717505
"CDCP1",5.01524174041508e-06,-0.39901646144879,0.712,0.766,0.307038114589951
"SCG2",5.18983228190827e-06,0.250652894001162,0.989,0.981,0.317726722130706
"PRRC2C",5.60214233006045e-06,-0.342471823258461,0.9,0.924,0.342968755588631
"LDLR",6.09565827679143e-06,0.275497408560309,0.671,0.625,0.373182295363448
"NFKBIA",6.16133417700484e-06,-0.445811002581358,0.595,0.732,0.377203039650413
"IRF2BP2",6.23308016773172e-06,-0.363452304660277,0.818,0.863,0.381595400948704
"MARCKS",6.34441483186522e-06,-0.433495996421554,0.88,0.905,0.38841142042162
"TIMP1",6.44012400910653e-06,-0.371335108119598,0.942,0.962,0.394270831961511
"HECTD1",6.6597725914739e-06,-0.265117243799962,0.559,0.673,0.407717937822624
"OLFM1",7.28422008584363e-06,-0.265084142935848,0.458,0.59,0.445947237875433
"AGPAT2",7.49267005157749e-06,0.270869076860326,0.396,0.296,0.458708753227626
"MAN1A1",7.81607606283095e-06,-0.304384485019123,0.717,0.815,0.478507992642574
"ADM",7.82892824726193e-06,-0.340776774537905,0.315,0.424,0.479294816225622
"CYSTM1",7.83381104168216e-06,-0.258089882436817,0.922,0.957,0.479593745782824
"HNRNPU",7.91124038755548e-06,-0.288486692390835,0.905,0.927,0.484334047766534
"STRN3",8.34110066818435e-06,-0.53068391629435,0.57,0.654,0.510650524006914
"PRSS2",8.68669770945295e-06,0.446498758036844,0.572,0.535,0.531808320470419
"PCMTD1",9.74810678787761e-06,-0.499750741301486,0.636,0.692,0.596788845660655
"INSR",9.78058247392606e-06,-0.266667934271729,0.593,0.73,0.598777039636227
"TIA1",1.20292747215012e-05,-0.260244062031932,0.474,0.592,0.736444227725025
"MARS",1.29896670607455e-05,0.28892929042058,0.628,0.564,0.795240407125902
"NR4A2",1.42417337999966e-05,-0.329213302407154,0.388,0.521,0.871893184969589
"VMP1",1.52700684431369e-05,-0.451836724056809,0.65,0.756,0.934848860157281
"DUSP1",1.54361187226545e-05,0.336111988855917,0.785,0.747,0.94501462431963
"ZNF292",1.78088070449681e-05,-0.519109518075928,0.849,0.869,1
"APOL2",1.80082099909235e-05,-0.480784993786198,0.492,0.557,1
"PDCD4",1.81596919857946e-05,-0.314083521603663,0.88,0.872,1
"PURA",2.12115904140408e-05,-0.260574172319886,0.656,0.747,1
"FTLP3",2.13916022479964e-05,-0.435303489844198,0.914,0.948,1
"RUNX1T1",2.26338188089393e-05,-0.342561936518433,0.503,0.597,1
"OLA1",2.31910132476692e-05,0.271355407781124,0.676,0.609,1
"GREM1",2.53642696918662e-05,-0.735166237065578,0.509,0.614,1
"YWHAE",2.79581479627698e-05,-0.255686820793377,0.981,0.99,1
"MT1X",3.04481102292889e-05,-0.463257434076246,0.643,0.753,1
"SLC38A2",3.21394018314564e-05,-0.47455687357079,0.676,0.763,1
"AC118549.1",3.5409433390851e-05,-0.347393476772018,0.595,0.675,1
"PPY",3.69952511516902e-05,-0.430817304188507,0.324,0.405,1
"RETREG1",3.8727311110564e-05,-0.420456809986079,0.547,0.651,1
"CRY2",4.31372336729084e-05,0.272566923971161,0.444,0.363,1
"TIAM1",5.25785153368958e-05,-0.255141660287897,0.48,0.583,1
"EFNA5",5.52085133990697e-05,-0.353335723229097,0.553,0.675,1
"RUFY3",5.58550094524868e-05,-0.324226968825372,0.889,0.908,1
"SYNJ2BP",5.73322611703685e-05,-0.376479655879418,0.579,0.661,1
"MDM4",7.3646589417148e-05,-0.26529965397633,0.745,0.792,1
"GAS2",7.94126253577159e-05,-0.268742152163162,0.338,0.424,1
"PER1",8.53427256569771e-05,-0.293573485060506,0.484,0.375,1
"TIAL1",9.01938387936089e-05,-0.451294640061407,0.69,0.727,1
"MPP6",9.20662900022165e-05,-0.386547090236105,0.78,0.832,1
"TMSB10",9.44846745183093e-05,-0.25549046338193,0.883,0.908,1
"PPP3CA",9.83901746112164e-05,-0.285452247413938,0.636,0.716,1
"CTNNB1",9.85612650914248e-05,-0.321660574978736,0.875,0.908,1
"RPL24",0.00010486270354964,-0.252842349477949,0.986,0.99,1
"SSBP2",0.000110490730059321,-0.28325528343984,0.579,0.702,1
"VGF",0.000124987445477162,-1.12567174888574,0.79,0.77,1
"SREBF1",0.000127561517393535,0.256809395203173,0.595,0.555,1
"EXPH5",0.000137111837584819,-0.298749996367072,0.274,0.362,1
"TTC39C",0.000166922427110308,-0.267413202655113,0.414,0.5,1
"EIF2S3",0.000201116007709899,-0.503084946872438,0.738,0.753,1
"SETX",0.000261568332959936,-0.301469019237601,0.575,0.694,1
"REEP3",0.000292203885608012,-0.280694211187553,0.603,0.697,1
"RABEP1",0.000297095585670282,-0.250511058397319,0.506,0.607,1
"HNRNPH1",0.000309927550529796,-0.52996839591492,0.953,0.945,1
"TBC1D24",0.000315778783841326,-0.316532171551298,0.435,0.517,1
"RASGEF1B",0.000317437738019025,-0.289862295505774,0.665,0.734,1
"GADD45B",0.000323015599080327,-0.356545101368142,0.397,0.503,1
"WTAP",0.000338026648271815,-0.318946597228195,0.826,0.86,1
"OGT",0.000354019792891044,-0.349383021292046,0.721,0.761,1
"SLX4IP",0.000365333872769092,-0.307022782253583,0.315,0.426,1
"IRS2",0.000418510574730072,-0.252830127065046,0.657,0.716,1
"ACTG1",0.000457587738024734,-0.422172066482938,0.988,0.976,1
"LTBR",0.000513218262529403,0.272747120539151,0.572,0.548,1
"PEPD",0.000524033150001993,0.25865065575462,0.615,0.612,1
"FTX",0.000560484099869727,-0.277164153174842,0.643,0.728,1
